cultivo,anio,campania,provincia,departamento,superficie_sembrada_ha,superficie_cosechada_ha,produccion_tn,rendimiento_tn_ha,tasa_cosecha
soja,2019,2019/2020,Tucumán,Leales,29500,28960,61070,2.109,0.982
soja,2019,2019/2020,Tucumán,La Cocha,23000,22660,50734,2.239,0.985
soja,2019,2019/2020,Tucumán,Juan Bautista Alberdi,2100,2070,5589,2.7,0.986
soja,2019,2019/2020,Tucumán,Simoca,3200,3120,7800,2.5,0.975
soja,2019,2019/2020,Tucumán,Río Chico,400,395,1067,2.701,0.988
soja,2019,2019/2020,Tucumán,Monteros,500,485,1310,2.701,0.97
soja,2019,2019/2020,Tucumán,Tafí Viejo,200,200,500,2.5,1.0
soja,2019,2019/2020,Tucumán,Yerba Buena,150,150,420,2.8,1.0
soja,2019,2019/2020,Santa Fe,Rosario,91600,86600,196280,2.267,0.945
soja,2019,2019/2020,Santa Fe,Las Colonias,219207,219207,667804,3.046,1.0
soja,2020,2020/2021,Santa Fe,9 de Julio,121000,121000,333600,2.757,1.0
soja,2020,2020/2021,San Luis,Libertador General San Martín,2300,2300,6670,2.9,1.0
soja,2020,2020/2021,Santa Fe,Belgrano,159727,159727,511571,3.203,1.0
soja,2020,2020/2021,Chaco,General Belgrano,25900,23620,46489,1.968,0.912
soja,2020,2020/2021,San Luis,Junín,5800,5800,15510,2.674,1.0
soja,2020,2020/2021,Buenos Aires,General Villegas,266000,263800,727770,2.759,0.992
soja,2020,2020/2021,Chaco,Fray Justo Santa María de Oro,18800,17249,28808,1.67,0.918
soja,2020,2020/2021,Buenos Aires,General Viamonte,93000,92400,279660,3.027,0.994
soja,2020,2020/2021,Buenos Aires,General Juan Madariaga,10000,10000,28550,2.855,1.0
soja,2020,2020/2021,Buenos Aires,Alberti,53581,53448,151692,2.838,0.998
soja,2020,2020/2021,Buenos Aires,General Rodríguez,5650,5500,17380,3.16,0.973
soja,2020,2020/2021,Chaco,Comandante Fernández,32600,30950,48045,1.552,0.949
soja,2020,2020/2021,Buenos Aires,Adolfo Gonzales Chaves,65500,65500,104050,1.589,1.0
soja,2020,2020/2021,Buenos Aires,Adolfo Alsina,66000,66000,143250,2.17,1.0
soja,2020,2020/2021,Buenos Aires,9 de Julio,166008,165503,512511,3.097,0.997
soja,2020,2020/2021,Buenos Aires,25 de Mayo,164003,162602,477345,2.936,0.991
soja,2020,2020/2021,Buenos Aires,Benito Juárez,65555,65555,115238,1.758,1.0
soja,2020,2020/2021,Buenos Aires,Arrecifes,60886,60786,170410,2.803,0.998
soja,2020,2020/2021,Buenos Aires,Carlos Tejedor,96954,84454,177143,2.098,0.871
soja,2020,2020/2021,Buenos Aires,General Guido,2200,2200,4720,2.145,1.0
soja,2020,2020/2021,Buenos Aires,Ayacucho,17000,17000,31500,1.853,1.0
soja,2020,2020/2021,Buenos Aires,Baradero,61245,61245,156362,2.553,1.0
soja,2020,2020/2021,Buenos Aires,Balcarce,74571,74571,140470,1.884,1.0
soja,2020,2020/2021,Buenos Aires,Azul,135020,135020,272302,2.017,1.0
soja,2020,2020/2021,Buenos Aires,Brandsen,380,80,215,2.688,0.211
soja,2020,2020/2021,Buenos Aires,Carlos Casares,85906,85906,236584,2.754,1.0
soja,2020,2020/2021,Buenos Aires,Bragado,101668,101360,313439,3.092,0.997
soja,2020,2020/2021,Buenos Aires,Bolívar,108800,108800,259920,2.389,1.0
soja,2020,2020/2021,Buenos Aires,Capitán Sarmiento,26696,26696,74130,2.777,1.0
soja,2020,2020/2021,Buenos Aires,Campana,15500,15500,47120,3.04,1.0
soja,2020,2020/2021,Buenos Aires,Cañuelas,3420,2620,9284,3.544,0.766
soja,2020,2020/2021,Buenos Aires,Castelli,4800,4800,10800,2.25,1.0
soja,2020,2020/2021,Buenos Aires,General Belgrano,23760,23586,65032,2.757,0.993
soja,2020,2020/2021,Buenos Aires,Coronel Dorrego,48450,48450,64140,1.324,1.0
soja,2020,2020/2021,Buenos Aires,Carmen de Areco,40000,40000,106500,2.663,1.0
soja,2020,2020/2021,Buenos Aires,Chacabuco,115000,115000,350500,3.048,1.0
soja,2020,2020/2021,Buenos Aires,Colón,48488,48338,150306,3.109,0.997
soja,2020,2020/2021,Buenos Aires,Chivilcoy,86036,85780,262622,3.062,0.997
soja,2020,2020/2021,Buenos Aires,Chascomús,26300,25300,80730,3.191,0.962
soja,2020,2020/2021,Buenos Aires,Daireaux,117400,117100,282565,2.413,0.997
soja,2020,2020/2021,Buenos Aires,General Arenales,83500,83500,253075,3.031,1.0
soja,2020,2020/2021,Buenos Aires,Coronel Suárez,110000,110000,233000,2.118,1.0
soja,2020,2020/2021,Buenos Aires,Coronel Pringles,35500,35500,78050,2.199,1.0
soja,2020,2020/2021,Buenos Aires,General Alvear,15000,15000,25500,1.7,1.0
soja,2020,2020/2021,Buenos Aires,Exaltación de la Cruz,21900,21900,66330,3.029,1.0
soja,2020,2020/2021,Buenos Aires,General Alvarado,47302,47302,104260,2.204,1.0
soja,2020,2020/2021,Buenos Aires,Florentino Ameghino,56000,54100,151270,2.796,0.966
soja,2020,2020/2021,Chaco,Chacabuco,50480,46166,99996,2.166,0.915
soja,2020,2020/2021,Buenos Aires,Lobería,112258,112258,204148,1.819,1.0
soja,2020,2020/2021,Buenos Aires,General Pueyrredón,19748,19748,43113,2.183,1.0
soja,2020,2020/2021,Buenos Aires,Puán,2000,2000,3200,1.6,1.0
soja,2020,2020/2021,Buenos Aires,General Pinto,92000,90000,246300,2.737,0.978
soja,2020,2020/2021,Buenos Aires,General Paz,4950,4500,13690,3.042,0.909
soja,2020,2020/2021,Buenos Aires,General Las Heras,5100,4700,11430,2.432,0.922
soja,2020,2020/2021,Buenos Aires,General La Madrid,28000,28000,52000,1.857,1.0
soja,2020,2020/2021,Buenos Aires,Junín,106000,106000,331600,3.128,1.0
soja,2020,2020/2021,Buenos Aires,Lincoln,156000,153500,441375,2.875,0.984
soja,2020,2020/2021,Buenos Aires,Hipólito Yrigoyen,67700,67700,159325,2.353,1.0
soja,2020,2020/2021,Buenos Aires,Guaminí,59000,59000,128500,2.178,1.0
soja,2020,2020/2021,Buenos Aires,Leandro N. Alem,71000,70200,208840,2.975,0.989
soja,2020,2020/2021,Buenos Aires,La Plata,450,430,1349,3.137,0.956
soja,2020,2020/2021,Buenos Aires,Las Flores,18735,18595,48031,2.583,0.993
soja,2020,2020/2021,Buenos Aires,Laprida,11150,11150,23440,2.102,1.0
soja,2020,2020/2021,Buenos Aires,Luján,13800,13200,41880,3.173,0.957
soja,2020,2020/2021,Buenos Aires,Pilar,1430,1330,4252,3.197,0.93
soja,2020,2020/2021,Buenos Aires,Mercedes,21485,21411,43627,2.038,0.997
soja,2020,2020/2021,Buenos Aires,Lobos,28048,27821,82684,2.972,0.992
soja,2020,2020/2021,Buenos Aires,Marcos Paz,7100,6700,19830,2.96,0.944
soja,2020,2020/2021,Buenos Aires,Magdalena,2470,2320,8416,3.628,0.939
soja,2020,2020/2021,Buenos Aires,Mar Chiquita,8500,8500,22250,2.618,1.0
soja,2020,2020/2021,Buenos Aires,Maipú,5400,5400,13720,2.541,1.0
soja,2020,2020/2021,Buenos Aires,Necochea,120500,120500,270800,2.247,1.0
soja,2020,2020/2021,Buenos Aires,Pila,8200,8200,17300,2.11,1.0
soja,2020,2020/2021,Buenos Aires,Navarro,25093,24860,79627,3.203,0.991
soja,2020,2020/2021,Buenos Aires,Monte,31976,31664,104713,3.307,0.99
soja,2020,2020/2021,Buenos Aires,Pergamino,171413,171113,543730,3.178,0.998
soja,2020,2020/2021,Buenos Aires,Olavarría,57200,57200,132150,2.31,1.0
soja,2020,2020/2021,Buenos Aires,Pellegrini,38000,38000,94500,2.487,1.0
soja,2020,2020/2021,Buenos Aires,Pehuajó,141513,132313,359002,2.713,0.935
soja,2020,2020/2021,Buenos Aires,Roque Pérez,36885,36527,117570,3.219,0.99
soja,2020,2020/2021,Buenos Aires,Punta Indio,440,380,1367,3.597,0.864
soja,2020,2020/2021,Chaco,Almirante Brown,119600,113400,236550,2.086,0.948
soja,2020,2020/2021,Buenos Aires,San Pedro,38820,38620,98432,2.549,0.995
soja,2020,2020/2021,Buenos Aires,Rojas,115500,115500,359450,3.112,1.0
soja,2020,2020/2021,Buenos Aires,Ramallo,53865,53765,132943,2.473,0.998
soja,2020,2020/2021,Buenos Aires,Rivadavia,139613,130913,328829,2.512,0.938
soja,2020,2020/2021,Buenos Aires,Rauch,5200,5200,10800,2.077,1.0
soja,2020,2020/2021,Buenos Aires,Salliqueló,27000,27000,68850,2.55,1.0
soja,2020,2020/2021,Buenos Aires,San Nicolás,31406,31156,96470,3.096,0.992
soja,2020,2020/2021,Buenos Aires,Saladillo,55816,55513,157987,2.846,0.995
soja,2020,2020/2021,Buenos Aires,Saavedra,18000,18000,26400,1.467,1.0
soja,2020,2020/2021,Buenos Aires,San Cayetano,61600,61600,129880,2.108,1.0
soja,2020,2020/2021,Buenos Aires,Salto,98038,97788,303096,3.1,0.997
soja,2020,2020/2021,Buenos Aires,San Antonio de Areco,30080,29930,70394,2.352,0.995
soja,2020,2020/2021,Buenos Aires,San Andrés de Giles,53000,53000,140800,2.657,1.0
soja,2020,2020/2021,Buenos Aires,Trenque Lauquen,143904,137344,321175,2.338,0.954
soja,2020,2020/2021,Buenos Aires,Suipacha,23022,22953,43583,1.899,0.997
soja,2020,2020/2021,Chaco,9 de Julio,45500,41520,86007,2.071,0.913
soja,2020,2020/2021,Buenos Aires,San Vicente,510,440,1526,3.468,0.863
soja,2020,2020/2021,Buenos Aires,Tornquist,2500,2500,3000,1.2,1.0
soja,2020,2020/2021,Buenos Aires,Tandil,121171,121171,236061,1.948,1.0
soja,2020,2020/2021,Buenos Aires,Tordillo,280,280,728,2.6,1.0
soja,2020,2020/2021,Buenos Aires,Tapalqué,3600,3600,6760,1.878,1.0
soja,2020,2020/2021,Buenos Aires,Zárate,23900,23900,71645,2.998,1.0
soja,2020,2020/2021,Chaco,2 de Abril,42700,39225,79748,2.033,0.919
soja,2020,2020/2021,Buenos Aires,Tres Lomas,28000,28000,69200,2.471,1.0
soja,2020,2020/2021,Buenos Aires,Tres Arroyos,113000,113000,245400,2.172,1.0
soja,2020,2020/2021,Catamarca,Capayán,100,100,170,1.7,1.0
soja,2020,2020/2021,Chaco,12 de Octubre,72700,66377,144619,2.179,0.913
soja,2020,2020/2021,Catamarca,Santa Rosa,37800,37530,101331,2.7,0.993
soja,2020,2020/2021,Catamarca,El Alto,1900,1900,4750,2.5,1.0
soja,2020,2020/2021,Córdoba,Marcos Juárez,468250,457250,1673625,3.66,0.977
soja,2020,2020/2021,Chaco,General Güemes,17550,16620,28202,1.697,0.947
soja,2020,2020/2021,Córdoba,Juárez Celman,306350,301350,878050,2.914,0.984
soja,2020,2020/2021,Santa Fe,Vera,29000,29000,79400,2.738,1.0
soja,2020,2020/2021,San Luis,Juan Martín de Pueyrredón,21500,21500,47300,2.2,1.0
soja,2020,2020/2021,Entre Ríos,La Paz,112100,112100,265860,2.372,1.0
soja,2020,2020/2021,San Luis,Gobernador Dupuy,28000,28000,61600,2.2,1.0
soja,2020,2020/2021,San Luis,General Pedernera,75000,75000,180000,2.4,1.0
soja,2020,2020/2021,Santa Fe,Villa Constitución,203700,203700,510680,2.507,1.0
soja,2020,2020/2021,Santa Fe,Castellanos,311548,311548,1154455,3.706,1.0
soja,2020,2020/2021,Santa Fe,Caseros,214600,214600,692680,3.228,1.0
soja,2020,2020/2021,Chaco,Libertador General San Martín,2710,2630,4208,1.6,0.97
soja,2020,2020/2021,Córdoba,Ischilín,6802,6802,23127,3.4,1.0
soja,2020,2020/2021,Chaco,San Fernando,1800,1637,2947,1.8,0.909
soja,2020,2020/2021,Chaco,Independencia,63300,60600,100500,1.658,0.957
soja,2020,2020/2021,Chaco,Quitilipi,4800,4500,7410,1.647,0.938
soja,2020,2020/2021,Chaco,Maipú,28800,27700,46920,1.694,0.962
soja,2020,2020/2021,Chaco,O'Higgins,47800,44281,88468,1.998,0.926
soja,2020,2020/2021,Chaco,Mayor Luis J. Fontana,24600,22777,34653,1.521,0.926
soja,2020,2020/2021,Córdoba,General San Martín,184000,184000,548000,2.978,1.0
soja,2020,2020/2021,Córdoba,Calamuchita,35450,35450,98510,2.779,1.0
soja,2020,2020/2021,Chaco,Sargento Cabral,1180,1180,2360,2.0,1.0
soja,2020,2020/2021,Chaco,San Lorenzo,2200,2006,3045,1.518,0.912
soja,2020,2020/2021,Córdoba,Capital,6500,6500,20650,3.177,1.0
soja,2020,2020/2021,Córdoba,General Roca,318827,315350,970005,3.076,0.989
soja,2020,2020/2021,Córdoba,Cruz del Eje,3700,3700,10490,2.835,1.0
soja,2020,2020/2021,Córdoba,Colón,61328,61198,210993,3.448,0.998
soja,2020,2020/2021,Córdoba,Presidente Roque Sáenz Peña,258344,255442,854408,3.345,0.989
soja,2020,2020/2021,Córdoba,Río Segundo,235000,235000,760500,3.236,1.0
soja,2020,2020/2021,Corrientes,Berón de Astrada,50,50,130,2.6,1.0
soja,2020,2020/2021,Córdoba,Pocho,2000,2000,5600,2.8,1.0
soja,2020,2020/2021,Entre Ríos,Gualeguaychú,157000,151200,165560,1.095,0.963
soja,2020,2020/2021,Córdoba,Río Cuarto,681300,674300,1794090,2.661,0.99
soja,2020,2020/2021,Córdoba,Río Seco,55211,54761,184474,3.369,0.992
soja,2020,2020/2021,Córdoba,Río Primero,242835,241445,881581,3.651,0.994
soja,2020,2020/2021,Córdoba,San Justo,441995,440435,1512406,3.434,0.996
soja,2020,2020/2021,Córdoba,Unión,436455,425755,1447545,3.4,0.975
soja,2020,2020/2021,Córdoba,San Javier,11200,11200,34040,3.039,1.0
soja,2020,2020/2021,Córdoba,San Alberto,2000,2000,5600,2.8,1.0
soja,2020,2020/2021,Córdoba,Tulumba,58113,58113,202696,3.488,1.0
soja,2020,2020/2021,Córdoba,Santa María,109200,109200,370560,3.393,1.0
soja,2020,2020/2021,Córdoba,Totoral,99117,98997,333862,3.372,0.999
soja,2020,2020/2021,Córdoba,Tercero Arriba,245800,245800,804340,3.272,1.0
soja,2020,2020/2021,Corrientes,Curuzu Cuatia,855,855,2043,2.389,1.0
soja,2020,2020/2021,Corrientes,Concepción,50,50,130,2.6,1.0
soja,2020,2020/2021,Corrientes,San Miguel,1600,1600,4160,2.6,1.0
soja,2020,2020/2021,Entre Ríos,Gualeguay,80000,71000,85300,1.201,0.888
soja,2020,2020/2021,Corrientes,Esquina,140,140,364,2.6,1.0
soja,2020,2020/2021,Corrientes,Saladas,400,400,1040,2.6,1.0
soja,2020,2020/2021,Corrientes,Mercedes,50,50,130,2.6,1.0
soja,2020,2020/2021,Corrientes,Goya,140,140,364,2.6,1.0
soja,2020,2020/2021,Entre Ríos,Colón,25000,25000,49000,1.96,1.0
soja,2020,2020/2021,Entre Ríos,Feliciano,13900,13900,32300,2.324,1.0
soja,2020,2020/2021,Corrientes,Sauce,1875,1875,4635,2.472,1.0
soja,2020,2020/2021,Corrientes,San Roque,30,30,78,2.6,1.0
soja,2020,2020/2021,Entre Ríos,Federal,32020,32020,73338,2.29,1.0
soja,2020,2020/2021,Entre Ríos,Concordia,21400,21400,51100,2.388,1.0
soja,2020,2020/2021,Entre Ríos,Federación,11550,11550,26500,2.294,1.0
soja,2020,2020/2021,Entre Ríos,Diamante,56750,56750,122500,2.159,1.0
soja,2020,2020/2021,San Luis,Coronel Pringles,41200,41200,98780,2.398,1.0
soja,2020,2020/2021,Misiones,General Manuel Belgrano,250,240,768,3.2,0.96
soja,2020,2020/2021,Santa Fe,San Martín,306192,306192,936953,3.06,1.0
soja,2020,2020/2021,Santa Fe,Garay,4400,4400,12436,2.826,1.0
soja,2020,2020/2021,Entre Ríos,San Salvador,20500,20500,39900,1.946,1.0
soja,2020,2020/2021,Entre Ríos,Paraná,129900,129900,295590,2.276,1.0
soja,2020,2020/2021,Jujuy,Palpalá,144,144,504,3.5,1.0
soja,2020,2020/2021,Entre Ríos,Nogoyá,110000,106800,160000,1.498,0.971
soja,2020,2020/2021,Jujuy,Ledesma,136,136,476,3.5,1.0
soja,2020,2020/2021,Entre Ríos,Victoria,70000,67500,102750,1.522,0.964
soja,2020,2020/2021,Entre Ríos,Uruguay,109500,109300,188920,1.728,0.998
soja,2020,2020/2021,Entre Ríos,Tala,52000,50900,87100,1.711,0.979
soja,2020,2020/2021,Jujuy,El Carmen,1209,1209,4232,3.5,1.0
soja,2020,2020/2021,Entre Ríos,Villaguay,111000,111000,228800,2.061,1.0
soja,2020,2020/2021,Jujuy,Dr. Manuel Belgrano,528,528,1848,3.5,1.0
soja,2020,2020/2021,Formosa,sin definir,9738,3396,8490,2.5,0.349
soja,2020,2020/2021,La Pampa,Chapaleufú,101800,99800,275810,2.764,0.98
soja,2020,2020/2021,Jujuy,San Pedro,1320,1320,4620,3.5,1.0
soja,2020,2020/2021,Misiones,Cainguás,90,85,238,2.8,0.944
soja,2020,2020/2021,Jujuy,San Antonio,1000,1000,3500,3.5,1.0
soja,2020,2020/2021,La Pampa,Catriló,37221,37221,87413,2.348,1.0
soja,2020,2020/2021,Jujuy,Santa Bárbara,6430,6430,22505,3.5,1.0
soja,2020,2020/2021,La Pampa,Capital,16441,16441,26456,1.609,1.0
soja,2020,2020/2021,La Pampa,Atreucó,14531,14531,32508,2.237,1.0
soja,2020,2020/2021,La Pampa,Quemú Quemú,54200,53100,124400,2.343,0.98
soja,2020,2020/2021,Misiones,25 de Mayo,1800,1790,5728,3.2,0.994
soja,2020,2020/2021,La Pampa,Maracó,83300,81700,222490,2.723,0.981
soja,2020,2020/2021,La Pampa,Conhelo,40200,38200,72680,1.903,0.95
soja,2020,2020/2021,La Pampa,Trenel,21100,20600,38240,1.856,0.976
soja,2020,2020/2021,La Pampa,Rancul,63800,60600,118280,1.952,0.95
soja,2020,2020/2021,La Pampa,Toay,8024,8024,13556,1.689,1.0
soja,2020,2020/2021,La Pampa,Realicó,52900,51900,111900,2.156,0.981
soja,2020,2020/2021,Salta,La Candelaria,1310,1310,3537,2.7,1.0
soja,2020,2020/2021,Santa Fe,San Lorenzo,119500,119500,341700,2.859,1.0
soja,2020,2020/2021,Santa Fe,General López,534000,534000,1762600,3.301,1.0
soja,2020,2020/2021,San Luis,Chacabuco,20200,20200,48320,2.392,1.0
soja,2020,2020/2021,Misiones,San Javier,40,39,109,2.795,0.975
soja,2020,2020/2021,Misiones,Oberá,40,39,109,2.795,0.975
soja,2020,2020/2021,Misiones,Leandro N. Alem,30,29,81,2.793,0.967
soja,2020,2020/2021,Misiones,Guaraní,1200,1190,3808,3.2,0.992
soja,2020,2020/2021,Salta,Capital,1510,1510,4228,2.8,1.0
soja,2020,2020/2021,Salta,Guachipas,25,25,65,2.6,1.0
soja,2020,2020/2021,Salta,Anta,184213,184213,490940,2.665,1.0
soja,2020,2020/2021,Misiones,San Pedro,300,290,928,3.2,0.967
soja,2020,2020/2021,Salta,General José de San Martín,53259,53259,141657,2.66,1.0
soja,2020,2020/2021,Salta,Cerrillos,360,360,1008,2.8,1.0
soja,2020,2020/2021,Salta,General Güemes,3350,3350,9045,2.7,1.0
soja,2020,2020/2021,Salta,Chicoana,220,220,616,2.8,1.0
soja,2020,2020/2021,San Luis,Ayacucho,4000,4000,13100,3.275,1.0
soja,2020,2020/2021,Santa Fe,General Obligado,57000,57000,102900,1.805,1.0
soja,2020,2020/2021,Santa Fe,San Justo,128257,128257,404267,3.152,1.0
soja,2020,2020/2021,Salta,Rosario de la Frontera,24520,24520,65329,2.664,1.0
soja,2020,2020/2021,Salta,Rivadavia,9500,9500,24700,2.6,1.0
soja,2020,2020/2021,Salta,La Viña,120,120,312,2.6,1.0
soja,2020,2020/2021,Salta,Orán,15664,15664,41741,2.665,1.0
soja,2020,2020/2021,Salta,Metán,40303,40303,111381,2.764,1.0
soja,2020,2020/2021,Santa Fe,Iriondo,211185,211185,677563,3.208,1.0
soja,2020,2020/2021,Santa Fe,San Jerónimo,159520,159520,398800,2.5,1.0
soja,2020,2020/2021,Salta,Rosario de Lerma,363,363,1016,2.799,1.0
soja,2020,2020/2021,Santa Fe,La Capital,29900,29900,89183,2.983,1.0
soja,2020,2020/2021,Santa Fe,Las Colonias,217918,217918,689127,3.162,1.0
soja,2020,2020/2021,Santa Fe,San Javier,10000,10000,25700,2.57,1.0
soja,2020,2020/2021,Santa Fe,San Cristóbal,140487,140487,389287,2.771,1.0
soja,2020,2020/2021,Santa Fe,Rosario,80400,80400,167130,2.079,1.0
soja,2020,2020/2021,Santiago del Estero,General Taboada,197300,197300,712400,3.611,1.0
soja,2020,2020/2021,Tucumán,Capital,15,10,24,2.4,0.667
soja,2020,2020/2021,Santiago del Estero,Alberdi,124150,124150,387660,3.123,1.0
soja,2020,2020/2021,Santiago del Estero,Aguirre,30500,30500,94300,3.092,1.0
soja,2020,2020/2021,Santiago del Estero,Belgrano,117500,117500,410300,3.492,1.0
soja,2020,2020/2021,Santiago del Estero,Figueroa,1500,1500,4500,3.0,1.0
soja,2020,2020/2021,Santiago del Estero,Banda,4000,4000,12000,3.0,1.0
soja,2020,2020/2021,Santiago del Estero,Avellaneda,3600,3600,11520,3.2,1.0
soja,2020,2020/2021,Santiago del Estero,Copo,10200,10200,30600,3.0,1.0
soja,2020,2020/2021,Santiago del Estero,Choya,5500,5500,16500,3.0,1.0
soja,2020,2020/2021,Santiago del Estero,Capital,4000,4000,12000,3.0,1.0
soja,2020,2020/2021,Santiago del Estero,Jiménez,81600,81600,285600,3.5,1.0
soja,2020,2020/2021,Santiago del Estero,Ojo de Agua,3500,3500,8750,2.5,1.0
soja,2020,2020/2021,Santiago del Estero,Guasayán,5000,5000,15000,3.0,1.0
soja,2020,2020/2021,Tucumán,Burruyacú,63500,62980,170046,2.7,0.992
soja,2020,2020/2021,Santiago del Estero,Moreno,295000,295000,977900,3.315,1.0
soja,2020,2020/2021,Santiago del Estero,Juan F. Ibarra,75500,75500,259450,3.436,1.0
soja,2020,2020/2021,Santiago del Estero,Mitre,12000,12000,36000,3.0,1.0
soja,2020,2020/2021,Santiago del Estero,Loreto,2500,2500,7500,3.0,1.0
soja,2020,2020/2021,Santiago del Estero,Río Hondo,15000,15000,45000,3.0,1.0
soja,2020,2020/2021,Santiago del Estero,Silípica,4000,4000,12000,3.0,1.0
soja,2020,2020/2021,Santiago del Estero,Quebrachos,3200,3200,8960,2.8,1.0
soja,2020,2020/2021,Santiago del Estero,Pellegrini,58100,58100,174300,3.0,1.0
soja,2020,2020/2021,Santiago del Estero,Sarmiento,800,800,2400,3.0,1.0
soja,2020,2020/2021,Santiago del Estero,Rivadavia,17200,17200,59090,3.435,1.0
soja,2020,2020/2021,Santiago del Estero,San Martín,2500,2500,7500,3.0,1.0
soja,2020,2020/2021,Santiago del Estero,Robles,4000,4000,12000,3.0,1.0
soja,2020,2020/2021,Tucumán,Juan Bautista Alberdi,1800,1800,4860,2.7,1.0
soja,2020,2020/2021,Tucumán,Chicligasta,500,500,1350,2.7,1.0
soja,2020,2020/2021,Tucumán,Graneros,19100,18950,51165,2.7,0.992
soja,2020,2020/2021,Tucumán,Famaillá,400,400,1080,2.7,1.0
soja,2020,2020/2021,Tucumán,Cruz Alta,26800,26580,71766,2.7,0.992
soja,2020,2020/2021,Tucumán,Lules,600,600,1620,2.7,1.0
soja,2020,2020/2021,Tucumán,Yerba Buena,150,150,405,2.7,1.0
soja,2020,2020/2021,Tucumán,Leales,27400,27110,73197,2.7,0.989
soja,2020,2020/2021,Tucumán,La Cocha,22300,22030,59481,2.7,0.988
soja,2020,2020/2021,Tucumán,Tafí Viejo,200,200,540,2.7,1.0
soja,2020,2020/2021,Tucumán,Monteros,400,400,1080,2.7,1.0
soja,2020,2020/2021,Tucumán,Simoca,2900,2900,7830,2.7,1.0
soja,2020,2020/2021,Tucumán,Río Chico,300,300,810,2.7,1.0
soja,2021,2021/2022,Santiago del Estero,Alberdi,121355,121355,397956,3.279,1.0
soja,2021,2021/2022,Santiago del Estero,Aguirre,30500,30500,85400,2.8,1.0
soja,2021,2021/2022,Santa Fe,Vera,29000,29000,50800,1.752,1.0
soja,2021,2021/2022,Buenos Aires,Tapalqué,3200,3200,9440,2.95,1.0
soja,2021,2021/2022,Buenos Aires,Carlos Tejedor,69165,69165,243460,3.52,1.0
soja,2021,2021/2022,Buenos Aires,Colón,46800,46450,159555,3.435,0.993
soja,2021,2021/2022,Buenos Aires,Carlos Casares,80739,80739,289833,3.59,1.0
soja,2021,2021/2022,Buenos Aires,Capitán Sarmiento,36250,36050,107395,2.979,0.994
soja,2021,2021/2022,Buenos Aires,Tandil,128461,128461,250359,1.949,1.0
soja,2021,2021/2022,Buenos Aires,Cañuelas,3700,2500,7520,3.008,0.676
soja,2021,2021/2022,Buenos Aires,25 de Mayo,164003,161216,454149,2.817,0.983
soja,2021,2021/2022,Buenos Aires,Chacabuco,106000,105500,321250,3.045,0.995
soja,2021,2021/2022,Buenos Aires,Ayacucho,19700,19700,37830,1.92,1.0
soja,2021,2021/2022,Buenos Aires,9 de Julio,155492,143617,434834,3.028,0.924
soja,2021,2021/2022,Buenos Aires,Castelli,5600,5600,13550,2.42,1.0
soja,2021,2021/2022,Buenos Aires,Campana,8800,8670,26732,3.083,0.985
soja,2021,2021/2022,Buenos Aires,Arrecifes,73450,73020,213888,2.929,0.994
soja,2021,2021/2022,Buenos Aires,Adolfo Alsina,65000,65000,182000,2.8,1.0
soja,2021,2021/2022,Buenos Aires,Alberti,48336,44994,123288,2.74,0.931
soja,2021,2021/2022,Buenos Aires,Adolfo Gonzales Chaves,52522,52522,75323,1.434,1.0
soja,2021,2021/2022,Buenos Aires,Brandsen,380,80,196,2.45,0.211
soja,2021,2021/2022,Buenos Aires,Balcarce,56461,56461,106052,1.878,1.0
soja,2021,2021/2022,Buenos Aires,Carmen de Areco,38000,37400,108520,2.902,0.984
soja,2021,2021/2022,Buenos Aires,Azul,111774,111774,232606,2.081,1.0
soja,2021,2021/2022,Buenos Aires,Bragado,98975,91983,282966,3.076,0.929
soja,2021,2021/2022,Buenos Aires,Baradero,52350,51900,140770,2.712,0.991
soja,2021,2021/2022,Buenos Aires,Bolívar,125800,125800,346600,2.755,1.0
soja,2021,2021/2022,Buenos Aires,Benito Juárez,55726,55726,102672,1.842,1.0
soja,2021,2021/2022,Buenos Aires,General La Madrid,35000,35000,64500,1.843,1.0
soja,2021,2021/2022,Buenos Aires,Dolores,200,200,500,2.5,1.0
soja,2021,2021/2022,Buenos Aires,Lobos,29021,28516,80663,2.829,0.983
soja,2021,2021/2022,Buenos Aires,Daireaux,114200,114200,299240,2.62,1.0
soja,2021,2021/2022,Buenos Aires,Coronel Dorrego,15159,15159,16305,1.076,1.0
soja,2021,2021/2022,Buenos Aires,Coronel Pringles,22751,22751,38401,1.688,1.0
soja,2021,2021/2022,Buenos Aires,Coronel Suárez,105000,105000,215000,2.048,1.0
soja,2021,2021/2022,Buenos Aires,Suipacha,24067,21660,50040,2.31,0.9
soja,2021,2021/2022,Buenos Aires,General Alvarado,41976,20976,27574,1.315,0.5
soja,2021,2021/2022,Buenos Aires,General Juan Madariaga,9500,9500,23820,2.507,1.0
soja,2021,2021/2022,Buenos Aires,Florentino Ameghino,47000,45100,128130,2.841,0.96
soja,2021,2021/2022,Buenos Aires,Exaltación de la Cruz,21700,21500,66800,3.107,0.991
soja,2021,2021/2022,Buenos Aires,General Guido,2000,2000,4300,2.15,1.0
soja,2021,2021/2022,Buenos Aires,General Alvear,20000,20000,46500,2.325,1.0
soja,2021,2021/2022,Buenos Aires,General Belgrano,23760,23336,64394,2.759,0.982
soja,2021,2021/2022,Buenos Aires,General Arenales,87000,86000,252400,2.935,0.989
